700000,3,1.5,1580
905000,4,2.5,3300
247500,3,1.75,1960
199000,4,1.5,1160
314000,3,1.75,1810
437500,3,2.5,2320
850830,3,2.5,2070
555000,3,2,1980
699950,3,2.25,2190
1088000,3,2.5,2920
290000,3,1,1210
375000,3,2.5,2340
460000,3,1,1670
188500,2,1.75,1240
680000,4,2.5,3140
470000,5,1.75,2030
597750,4,2.5,2310
570000,3,1.75,1260
272500,3,1.75,1540
329950,3,1.75,2080
480000,4,2.5,3230
740500,3,3.5,4380
518500,3,3.5,1590
205425,2,1,880
171800,4,2,1570
535000,4,1,1610
660000,3,2.5,2400
391500,3,2,1450
395000,2,1,770
445000,4,1.75,2100
770000,3,2.25,2910
1450000,4,2.75,2750
445000,3,2.25,2100
260000,4,2.25,2160
822500,5,3.5,2320
430000,4,2.5,2070
212000,3,1.75,1060
660500,4,2.25,2010
784000,3,3.5,3950
453246,3,2.5,2010
675000,4,3.5,2140
199000,3,1.75,1320
220000,4,1.75,2020
452000,4,2.25,2590
382500,2,1,1190
519950,3,2.25,1170
665000,2,1,1110
527700,5,2.5,2820
205000,3,1,1610
420000,3,1,1060
500000,4,2.25,2030
921500,4,2.5,3670
890000,4,1,2550
430000,2,2.5,2420
258000,5,2,2260
511000,3,1,1430
532170,3,2,1360
560000,3,1,1110
282950,3,1,1250
2250000,4,3.25,5180
350000,1,1,700
215000,3,1,1180
650000,5,3.5,3960
320000,4,2.75,2640
247000,3,2,1270
320000,4,1.75,1760
255000,5,2.25,2060
438000,3,1.75,1780
900000,3,2.5,3400
441000,3,2.75,1910
420000,3,2,2020
370000,3,1.75,1580
269950,2,1.75,1340
807100,4,2.5,2680
653000,3,2.5,2680
371500,3,2,1370
284000,3,1.75,1560
272000,3,1.75,2160
313000,3,1.5,1340
917500,4,2.5,3880
673000,4,2.25,2590
425000,3,2.5,1120
399950,5,2.75,1970
385000,3,1,1220
269950,3,1.5,1950
330000,2,1,1350
260000,3,2.5,1670
470000,4,3,2380
589000,4,3,2440
163500,2,1.5,1050
835000,4,2.75,3130
1095000,5,3,4090
269000,4,1.75,1490
560000,3,2.5,1900
615000,4,1,1330
585188,3,2.25,2230
305000,3,1.75,1650
166950,3,1,1190
799000,3,2.5,2140
400000,3,2.5,2180
230000,3,1,1060
256883,3,2.5,1690
423000,4,2,1970
465000,3,2.5,2150
440000,3,2.5,1910
385000,3,1.75,1350
210000,3,1,860
297000,3,2.5,1940
470000,3,1,1010
226500,3,1.5,1300
274250,3,1,910
840000,4,1.75,2480
677900,3,2.5,2440
425000,3,1,1010
180250,2,0.75,900
464000,6,3,2300
320000,4,2.25,1550
625504,3,2.25,1270
592500,4,2.5,2240
465000,3,2.5,2714
477000,4,2.75,1720
280000,2,1,850
1505000,5,3,3300
445838,3,2.5,2250
1072000,2,2.25,3900
467000,2,1.5,1320
686000,4,2.5,2760
279950,3,2,1750
527000,4,2.25,2330
325000,3,2.25,2220
328000,3,2.25,2020
390000,3,2.25,1250
479950,2,2,1510
264950,4,2.25,1720
235000,3,1,1430
516500,3,2.5,1480
655000,2,1.75,1450
500000,4,2.75,2280
315000,6,2.75,2940
213000,2,1,1000
475000,3,1.5,2480
1025000,5,4,3760
416000,3,2,2220
410000,4,1,1970
800000,3,3.5,3830
472000,6,2.5,4410
225000,3,1.75,1430
210000,2,1,830
455000,2,1,1430
225000,3,1,1300
480000,2,1,1030
363000,3,2.5,2740
2400000,4,2.5,3650
181000,2,1.5,720
250000,4,2,2010
481000,3,1.75,1560
260000,3,2,1810
455000,4,2.5,3360
415000,3,2.25,1510
349500,3,1,1400
245000,3,2.5,1730
592500,2,2,1420
385000,4,1.75,2360
315000,3,1.75,1580
255000,3,1,1230
693000,4,2.5,2460
780000,3,1,1660
237000,3,1.75,1270
525000,3,2.25,2100
425000,2,1,770
369900,1,0.75,760
290000,4,2.5,1700
285000,3,1,1120
415000,2,1,1070
272500,3,2.5,2070
2900000,4,3.25,5050
1365000,4,4.75,5310
436000,2,1,1040
210000,3,1,1700
236000,3,1,1300
331000,3,1.75,1080
365000,3,2.5,2653
450000,3,2,2290
770000,4,2.75,3820
455000,4,2.5,2210
405000,3,1.75,2390
304900,4,1.75,2600
170000,2,1,860
2050000,5,3,3830
780000,4,2.5,3500
330000,3,3,2420
370000,4,2.5,2720
467000,5,2.25,2500
405000,3,1.75,1670
675000,5,2.25,2900
500000,2,1,1640
389999,4,2.5,1890
630000,4,1.75,2950
360000,4,2.5,2160
580000,4,3,3280
550000,3,2,1970
879000,4,2.5,3360
265000,3,2,1320
446500,3,2.5,2650
404000,3,1.5,2030
267500,3,1.75,1590
3075000,4,5,4550
335000,3,2.5,2440
576000,3,2.5,1940
208633,3,2.5,2040
315000,3,2.25,2200
725000,3,1.75,1920
550000,4,2.75,1800
610750,4,2.25,2180
550700,2,1,1010
665000,4,2.75,3320
834000,4,2.5,2370
201000,5,1.75,1660
2384000,5,2.5,3650
1384000,4,3.25,4290
1400000,4,3.25,4290
305000,4,2.25,1950
487000,3,2,2590
390000,3,2.5,1930
548000,2,1,1470
268750,4,1,800
819900,5,2.75,3150
520000,3,2.25,2030
230000,3,2,1450
240000,3,1.75,1510
232000,2,1,1240
240500,2,1,1240
274975,3,2.5,3030
740000,4,2,2050
186375,3,1,1000
790000,3,2.25,2370
880000,4,3.5,2800
279000,6,1.75,2240
295000,3,2,1810
640000,2,1,1070
940000,4,2,2490
260000,4,2.5,1960
559900,3,2.75,2930
791500,4,2,1510
265000,3,1.75,1420
245000,3,1.75,1740
485000,4,1.75,2560
684000,4,3.5,3040
425000,3,1.75,2500
309600,4,1.75,1275
552250,4,2.5,2580
165000,4,1,1000
239900,4,1,1000
320000,2,1,1070
206600,3,2,1390
387000,4,1.75,2500
299000,1,0.75,560
855000,4,2.75,2270
315000,3,1,1900
437500,2,1,990
252000,4,1.5,1550
375000,4,1.75,2200
300000,4,2.5,1910
420000,4,1,1750
900000,3,1,1330
679900,3,2.5,2440
463000,3,2.5,1640
380000,5,2.5,2760
329500,4,2.5,1820
604950,3,2.5,2110
795000,5,2.5,3040
465000,3,2,1840
673000,4,2.5,2990
810000,4,2.5,3520
785000,4,2.75,2440
338000,4,3,2090
280000,3,2.25,1430
315000,4,2.25,2180
530000,4,2.25,2180
380000,5,3,3450
297000,3,2.25,1450
730000,4,2.5,3230
450000,3,1.75,1640
275000,3,3,1590
595000,4,2,2020
435000,3,1.5,1300
270000,2,1.5,1380
950000,3,3,4040
389000,4,2.25,2130
560000,4,2.25,2550
1350000,5,3.5,4800
799000,4,2.25,2510
365500,3,2,1410
252350,3,2,1650
403950,4,2.5,2120
385000,4,1.5,2040
345000,4,1,1550
490000,3,2.75,1980
330000,3,2.5,1600
927000,4,2.75,3300
1118000,4,2.5,3840
330000,2,1,1220
530000,5,2.25,2720
365000,4,2,1940
378750,3,2.5,2160
269900,4,1.75,1530
557000,3,3.5,1710
360000,4,1.75,3730
352000,2,1,940
437000,3,2.5,1750
322500,4,2.5,1820
650000,3,3.25,1510
450000,3,2,1290
278500,3,2,1570
364950,4,2.5,1930
840000,4,3.5,2840
268000,3,2.5,1550
517534,2,1,833
632925,3,2.5,2990
577500,3,2.5,2000
339000,4,1.5,2390
570000,3,1.75,2910
563500,4,1.75,2085
423000,4,2.25,2200
355000,3,2.25,1860
1550000,5,4.25,6070
482000,2,1,950
625000,3,1.75,1600
538000,3,2.5,2250
380000,3,2.5,2280
375000,2,1,940
245000,3,2.5,1530
310000,5,1.75,2190
1300000,3,2,2350
397000,4,2,1440
365000,3,2.5,2200
328500,4,3,2290
988000,4,3,4040
1000000,4,2.5,2610
237000,3,2.5,1490
525000,4,2.5,2450
749000,4,2.5,1710
722500,5,2.5,4870
843000,3,2.5,3130
438000,2,2,1270
578000,3,1.75,2120
227950,3,1.5,1670
196000,3,2.25,2070
641000,2,1,1420
350000,3,1.5,1250
205000,3,1,940
400000,3,1.75,1920
1030000,3,2.5,3545
505000,3,2,1260
475000,5,2.5,2340
520000,3,2.25,2590
1450000,3,4.5,3970
333500,3,1.75,1220
232000,3,1,1400
691100,3,2.75,2360
811000,3,1.75,1870
551000,3,2.5,2830
496500,3,2.5,2260
705000,3,3,1970
578000,4,2.5,3140
255000,3,1.75,1240
1050000,4,3.5,3450
348000,3,2.25,2570
230000,3,2,1510
359500,4,2.25,2390
330000,3,1,980
80000,1,0.75,430
465000,3,1.75,1480
325000,4,2.5,1850
340500,3,2,2270
342500,3,2.5,1810
290900,2,2,1610
868700,3,4.25,3840
1199000,4,2.75,4110
1150000,4,3.25,4190
859900,4,2.75,3390
520000,4,2.25,1890
460000,3,2.5,1610
438924,3,1.5,1050
315000,2,1,630
590000,4,2.75,2910
378500,4,1.75,1700
328500,3,2.5,1950
849950,3,3,2990
525000,3,1.5,1350
1385000,4,3.25,4860
295000,4,2.5,2160
1067000,6,3.5,4860
207950,2,2,890
699900,4,2.75,2810
1280000,5,2.5,3400
452000,4,1.5,1580
370000,3,2,1680
232000,3,1.75,1300
669950,5,2.5,2820
397500,3,2,1510
490000,2,2.5,1230
725000,4,2,2110
299000,3,2.75,3080
625000,2,1.5,1490
437500,3,2.5,2120
650000,4,2.5,3180
475000,2,1,1490
342000,3,2,1930
1197354,4,2.5,2770
280000,3,1.5,1670
240000,2,1.75,1330
529000,3,1,1210
442000,3,1,1190
615000,2,1,1540
1485000,4,3.75,4030
585000,4,1.75,2430
480000,4,2.5,2600
1095000,5,3.5,4410
290000,4,1,1330
615000,3,1.75,1900
300000,2,1,1100
308000,3,1,1980
750000,3,2.5,2400
2250000,4,2.25,4760
890000,4,3.25,3180
288000,3,1,1190
190000,2,1,630
515000,5,3,2530
235000,4,1.5,1690
275000,2,1,940
727500,2,2,1240
650000,4,2.5,3040
1600000,6,5,6050
365000,4,1,1590
662000,3,1.75,2500
270500,3,2.5,1780
200000,2,1.5,1360
970000,4,3.25,4740
160000,3,1.5,1010
204000,3,1,1040
358000,3,2.25,1610
452000,4,1.75,1570
595000,2,2,1510
249000,3,2,1360
346900,4,2.5,1970
2125000,3,2.5,5403
280000,4,2.5,1560
318888,4,1.75,2320
530000,3,2.25,2120
375000,3,2.25,2120
910000,4,2.5,3350
782000,4,2.5,2380
259950,2,2,1070
315000,4,2.75,2300
215000,2,1,1320
705000,3,1.75,2180
1450000,3,3,4380
451000,3,1.75,1790
261000,2,1,750
396000,3,1.5,1300
725000,4,2.5,2990
1950000,7,3.5,4640
238000,4,1,1400
750000,6,1.75,2750
331500,4,2.5,2050
460000,4,3,2230
404950,4,2.25,2340
880000,3,2.5,2870
863000,4,2.5,4120
638700,3,1.75,2080
435000,3,2.5,1840
260000,3,1,1180
671500,5,2.75,2160
610000,3,1,1180
405000,2,0.75,1160
338900,4,2.5,1830
720000,4,4,3200
442000,5,3,2560
650000,5,2.75,2550
263500,3,1.75,1330
300000,2,1,1220
266000,3,2.5,1805
930000,4,4,6050
530000,4,2.5,2320
180000,3,1,1384
619000,3,2.5,2720
264000,3,1.5,1820
730000,2,2.25,2130
439000,4,2.25,2060
268500,4,1.75,1420
330000,3,1.75,1510
640000,3,2.5,2160
900000,3,2.5,3180
370000,3,2.25,2110
685000,3,2,2060
505000,3,1.5,1830
265000,3,1.75,1820
290000,3,2.5,1610
296000,4,2.5,1780
360000,4,2.5,1840
240500,3,1.75,1460
372500,2,2.5,1400
595000,3,2.5,3370
515000,4,3,3590
1220000,4,2.25,3200
507000,2,1.75,1670
399950,4,2,2420
185000,3,1.75,1430
460000,3,1.75,1440
435500,3,2.25,1450
469000,4,2.75,3550
531000,2,3,1270
443500,2,1,940
223000,3,2,1670
590000,4,3.5,3100
340000,2,2.5,1100
650000,3,2,1870
533600,3,2.5,1930
695000,3,2.75,2540
242000,3,1.75,1280
425000,3,2.25,1820
525000,3,2.25,1490
485000,3,2.5,1880
175000,3,1,1250
210000,3,2,1440
260000,3,2.5,1920
577000,3,2.5,2060
200000,3,1.5,1210
605000,2,1.75,1760
325000,3,1,990
289500,3,1,960
559950,3,2.5,1660
1042500,3,1.75,1900
543500,3,2.25,1270
480000,4,2.25,3250
218000,3,1,960
565000,2,1.75,1330
426700,3,1.75,2080
650000,3,2.5,2690
542000,2,1,890
415000,3,1.75,1070
214000,3,1,1200
245000,3,1.5,1360
314500,3,2,2050
1120000,3,1.5,3000
378000,2,2,1300
305000,4,2.5,2250
595000,5,2.75,3740
729500,3,2.5,1660
430000,3,2.5,2360
240000,3,1.75,1760
545000,3,1.75,1680
530000,3,1.75,1320
157000,1,1,870
425000,4,1,1260
220000,3,1,1000
521000,4,1.75,2020
325000,3,1,1920
597500,3,2,2150
337000,3,2.5,1470
1000000,3,2.5,3180
3070000,3,2.5,3930
495000,3,1,990
748000,4,3.5,2770
888000,3,1.5,1250
269900,3,1.75,1140
496500,4,2.5,2250
475000,3,2.5,1640
312000,3,1.5,1255
323000,3,1,1290
331000,3,1.75,1300
306000,3,1.5,1220
655000,4,2.5,2630
290000,3,1.5,1950
1250000,4,3.25,3160
460000,3,1.75,1550
435000,4,2.5,1700
664000,4,2.75,2510
865000,4,1.75,1800
385000,3,1.75,1800
497000,3,2.25,1870
280000,2,1,1010
188000,2,1.5,1120
478500,3,1,2090
1145000,4,3.5,4370
222000,3,2,1440
799000,4,3,2580
609900,4,2.5,3190
413000,4,3.5,2380
400000,4,1,1420
802541,5,2.75,2990
320000,3,2.5,2680
507000,4,2.5,2730
387500,3,1,1220
396000,3,1,1500
373000,3,1.75,1830
1484900,5,2.5,4570
359900,4,2.25,2470
410000,2,1,800
690000,4,2.5,2900
245000,3,2,1410
700000,5,2.5,2830
268000,4,1.75,1680
225000,3,1.75,1760
980000,4,2.25,2240
795000,2,1,1380
195000,2,1,820
480000,4,2,2180
485000,4,2,1400
130000,2,1,880
325000,2,1,1060
440000,3,1.75,1530
550000,4,1.75,2480
310000,3,1.75,1490
530000,3,2.5,3660
390000,4,2.5,2340
243000,3,1.75,1450
639000,4,2.5,2210
215000,4,1,1130
405000,5,1.75,1550
250000,4,1.75,1710
405500,3,1.5,1010
452000,6,2.25,2660
730000,6,2.25,2660
267000,3,2,1300
289950,3,2.5,1670
565000,2,1,960
1578000,4,3.25,4670
636000,3,2.5,2140
350000,5,3,2520
320000,3,1.5,1650
210000,2,1.75,1440
245000,2,1,1050
328000,3,1.75,1470
985000,4,2.25,4230
501000,3,1.75,1970
315000,3,2.25,1540
403000,3,2.75,2090
550000,3,2,2380
347500,4,2.5,2156
365000,4,2.25,2070
588000,3,1,1910
605000,3,1.75,1920
1300000,3,3.25,3400
233000,3,2,1400
360000,4,2.5,2210
459000,2,1.75,1170
740000,3,2,2100
305000,3,1,1160
395000,3,1,1500
560000,4,2.5,2940
650000,4,1.75,2010
449950,3,2.5,2170
517500,3,1.5,1430
435000,4,1.5,1510
329999,3,1,1150
950000,3,1.75,2150
447000,3,1,1370
699800,2,2.5,2380
850000,3,1.75,1370
316500,3,1.75,1600
942500,5,3.5,3750
1310000,2,2.25,3950
856600,4,2.25,2400
405600,5,1.5,2830
565000,4,2.5,2440
400000,3,2.25,1190
330000,3,2,1400
374950,4,2.75,2730
405300,3,2.75,2390
560000,3,2.25,2060
824000,4,2.25,2490
260000,3,1.75,1100
760000,4,2.5,2430
405000,3,2.5,3170
429900,4,2.5,2640
341500,3,1.5,1130
465250,5,2,1940
450000,2,2,1100
390000,3,1,1200
420000,3,2.25,2000
269950,3,2.5,1890
493000,4,2,1910
370000,4,2.5,2710
2250000,5,4.25,4860
305000,3,1,1250
400000,3,1.75,1590
320000,3,1.5,1240
715000,4,1,2000
650000,6,2.75,3610
218000,5,1.75,1930
500000,2,1,1280
460000,4,2,2090
232500,3,1.5,1940
408200,3,2.5,1800
522000,3,1.75,1730
675000,4,2.5,2810
1355000,4,3.5,3550
249950,4,1,1330
210000,2,1,750
429950,4,1,1760
737500,4,2.5,3200
710000,4,2,1740
470000,3,2.5,2100
1100000,4,3.5,4270
650000,3,2,1340
1216000,4,2.5,3190
422120,3,2.5,1630
625000,5,2.5,2990
385200,4,1,1550
500000,3,2.25,1690
308000,4,2.25,1960
565000,3,2.75,2390
581000,3,2.5,2600
361000,3,2,1950
345000,3,1,1250
419000,2,2.25,1180
347000,3,2.5,1680
625000,4,2.25,2220
2400000,4,4.25,4890
379000,3,3.25,2660
310000,3,1.5,1150
250000,2,2,1130
682000,5,2.75,2760
246500,3,2,1430
325000,3,1,1490
310950,4,2.5,2030
1100000,3,2,3010
287500,3,1,1810
431000,3,1,1810
226000,3,1,970
825000,3,1.75,2010
175000,4,1,1300
465750,3,1.5,1260
659000,4,2.25,2610
595000,3,1.75,1910
350000,3,2.25,1780
270000,4,2.25,1900
662500,6,2.25,2450
249900,3,1.75,1380
324500,3,1.75,1920
430000,2,1.75,1350
419950,2,1.75,1350
285000,4,1.75,2510
332000,4,2.5,2470
282000,4,1.75,1660
320000,3,1,1340
428750,3,1,1620
330000,3,2.25,2300
456500,4,3.5,2000
352000,3,2.25,1640
664000,4,2,1530
628000,3,1.75,4000
512000,3,1.75,1610
254000,3,2,2070
535800,4,2.5,1900
287653,3,1,1050
438000,3,2.5,1520
450000,4,1.75,2390
327000,5,2.75,2400
370500,4,2.5,1790
265000,3,2.5,1720
450000,4,2.75,2980
425000,3,1,1520
166600,3,1.75,1150
245000,1,0.75,380
565000,3,1,910
539900,3,1.75,1650
910000,3,3.5,2480
280000,4,2.5,2050
275000,3,2.25,1420
467000,3,2.5,3460
457500,3,2.5,1500
381156,2,1,1320
289999,5,2.5,2180
642450,3,1.75,1830
469950,3,2.25,1620
795000,3,2,2920
785000,4,2.5,3300
860000,3,2.25,3060
1095000,0,0,3064
147500,3,1,1530
390000,3,2,1910
229000,3,1,1020
185000,3,1,1150
414900,3,1.5,1260
200000,4,2,1920
225000,4,2.25,1800
720000,3,1.75,2040
930000,4,2.5,2200
1270000,5,2.5,3200
700000,5,3.25,2400
466000,2,1.5,1140
374000,3,1.5,1330
480000,3,2.5,1940
740000,3,2.5,3000
1010000,4,1,1820
395000,4,2.5,2910
340000,2,1,1090
209000,3,2,1230
431650,5,2.5,1710
980000,5,2.5,3160
660000,3,2.5,2680
730000,4,2.25,2190
291500,3,1.75,1260
905000,4,3.5,2970
800000,4,2.5,2570
839900,4,3.5,3810
200000,1,1.5,1010
300000,3,2,1480
530000,3,1.75,1250
314950,3,2.25,1654
255000,3,1.75,1410
550000,5,2.75,2160
435000,3,1,1400
234000,3,1.75,1420
615000,4,2.25,2500
205000,3,2,1410
384000,4,1.75,2100
324000,3,2.5,1750
645000,3,1.75,2070
570000,3,3.25,1570
324000,3,2.5,1920
270000,2,1,1000
290000,5,1.5,2120
250000,3,2,1440
342000,3,1.75,1660
255000,3,1.5,1340
800000,3,2.25,2380
451000,3,1.75,1560
990000,4,2.5,2780
288400,4,2.5,1860
420000,3,1.5,2390
359000,2,2.75,1370
390000,4,3,2570
300000,3,2.5,1320
545000,5,2.5,2520
288349,3,1,1250
299900,3,2.25,1560
891000,4,2,2330
1200000,3,2,3660
378000,4,2.5,2790
299995,2,1,1060
253000,3,2.5,2020
350000,3,2.25,1580
565000,4,3,2020
315000,2,1,970
570000,4,3,1490
971000,5,3.5,4390
915000,5,2.5,2750
419000,4,1.5,2150
260000,4,1.75,1810
1321500,3,3,2230
369950,3,1,2430
1029900,3,2.5,3680
435000,5,1,1410
601000,3,1.75,1330
460500,3,1,1490
720000,3,2.5,2020
851000,4,2.5,3130
550000,4,3,2670
700000,4,1,1980
323000,3,1.75,2100
345500,3,1,1350
378000,4,1.5,2140
650000,4,2,2208
385000,3,2,1010
425000,2,1,970
210000,4,2,1520
630000,4,2.5,2740
335000,3,1.75,1570
196500,3,1,1320
582800,4,2.75,2550
440000,3,1.75,1560
752500,4,2.25,2360
532500,3,1.75,1330
265000,3,1,1070
397500,3,1.25,1510
524250,3,2.5,1710
765000,4,2.75,2790
648000,4,2.5,2620
469500,5,2.5,2970
237500,3,1.75,1050
216000,3,1,1280
427200,3,1,1030
280000,3,2.25,1900
718000,5,3,3070
420000,2,2.75,1760
379000,2,1,930
326100,2,1,880
535000,3,2.5,1360
283000,4,2.75,2130
260000,3,1,1480
399000,4,1,1500
484950,3,2.25,1670
640000,4,1.75,2060
585000,4,2.5,2160
645000,4,2,2780
253000,3,2,1490
178500,2,1,740
291000,4,2.5,1860
199950,2,2.75,1590
553500,2,1,850
189950,2,1,1030
289000,3,2,1850
700000,4,2,1830
270000,3,2,1560
258000,4,1.75,1730
530000,3,2.5,1930
245000,3,2.25,1422
563000,3,2,1380
515000,3,2.5,2430
325000,4,2.5,2610
540000,3,2.25,2000
280300,2,1,920
460000,4,1.75,1750
475000,3,1.75,2020
900000,4,2.25,2460
538200,4,3,1780
429000,2,1,1080
164808,3,1,1250
520000,4,2.25,1870
475000,3,1.75,1700
283000,4,1.5,1480
321500,4,2.5,1930
840000,4,2.75,3130
287000,3,2.25,1370
375000,3,1.75,960
349500,3,1.75,1260
446450,3,1.5,1480
315000,4,2.5,1930
271310,2,1,870
315000,4,1,1300
245000,3,1.75,1490
543115,2,1,1380
900000,4,2,1190
2450000,4,4.25,4250
554000,2,2,1920
249900,3,1.75,2080
768000,3,2.5,3220
980000,4,3,3680
395000,5,2.5,2070
415000,3,1.75,1480
380000,4,2.5,2000
566000,3,2.5,1560
218500,2,1,1600
550000,4,2.5,1940
512031,3,1.75,1540
197500,2,1,820
470000,3,2.25,1780
590000,3,1.75,1560
465000,4,2.25,2210
499000,2,1.75,2040
515000,3,2.25,1920
716500,3,1.75,1930
410000,3,2,1700
850000,4,3.25,3450
1050000,4,3.25,3440
648000,4,2.5,2380
620000,4,2.25,2400
935000,4,4.5,5670
379000,3,1,1140
699000,3,1.75,1670
528000,4,2.25,1910
425000,3,1.75,1560
249500,2,1.75,1500
1035480,5,3.25,4475
790000,4,2.75,2840
399950,3,1,1020
275000,3,1.5,1410
550000,3,1,1520
140000,1,1,730
250000,3,1,1190
318000,3,2.25,1410
505000,2,1,1240
470500,5,2.5,2500
360000,3,1,1050
1242500,4,2.75,2680
986000,3,2.5,2380
515000,2,1,1060
320000,3,1.75,2300
310000,4,3,2010
356700,2,1,1090
775000,4,1.75,2320
325000,3,1,1040
208000,4,2.75,1810
825000,2,1,1150
515000,3,2.5,2360
490000,3,1.5,1970
675000,4,3,2690
360000,4,2.5,2080
550000,4,2.5,2080
225000,3,1.5,1370
500000,3,2.75,3410
385000,4,2,1850
837700,5,2.75,3010
448000,3,2.25,1530
730000,5,1.75,2690
575000,4,1.5,2810
430000,3,1.75,1810
435000,3,2.5,1560
241000,3,1,1010
453500,2,1.75,1000
285000,2,1.5,990
151000,2,1,720
1570000,5,4.5,6070
631000,5,2,2270
285000,2,2.5,1380
195000,3,1,1260
817500,4,2.5,2910
550000,3,2,1810
1127000,4,2.5,3160
609850,2,2.75,1910
200000,3,1,1230
367000,4,2.5,2960
285167,3,2.25,2200
275000,2,1.5,1270
350900,4,2.5,2540
660000,4,3.25,3030
525000,3,1.75,1520
262000,4,2.5,1560
690000,2,1,970
624000,5,3.75,3570
353000,3,1,1350
552500,4,3.5,3710
224500,4,1,1430
239000,3,1,940
975000,5,4.5,4300
1200000,4,1.75,3990
505000,3,1,1380
302000,4,1.75,2020
170000,3,1,1480
195000,2,1,1190
272000,5,1.5,2550
369000,5,1.5,2550
332500,3,1.5,1500
515000,3,2.5,3000
269000,3,1,1690
1278000,4,4,4390
303000,3,2.5,1560
420000,7,3,2940
400000,3,1,1130
225000,3,1,1020
219000,2,2,1310
605000,3,2.5,2570
625000,4,2,2020
380000,5,2,1680
620000,4,2,1770
687500,4,2.75,3190
225500,4,2,1440
252500,3,2,1150
510000,3,2.5,1860
510000,4,2.5,2430
725000,3,2.5,1940
75000,1,0,670
492000,2,1,880
425000,4,2.5,1930
1955000,4,2.75,3120
298900,3,2.5,1830
699000,4,2.5,3230
310000,2,1,700
350000,3,1.75,1010
790000,4,1.75,2460
305000,4,2.5,2230
315000,3,2.5,1570
267500,5,3.5,2390
1750000,4,3.25,3460
435000,6,3.5,2400
482500,6,4.5,2940
5110800,5,5.25,8010
439995,3,1.75,1570
460000,3,3,1520
194000,3,1,1070
290000,2,0.75,440
274700,4,2,2440
900000,4,2.5,2660
1150000,4,4,4460
605000,3,2.5,2010
359000,3,2.5,1450
850000,3,1.75,1400
505000,3,2,1500
565000,3,2.5,2500
585000,2,1.75,1280
328000,4,3.25,3380
749950,4,2.75,2910
826000,4,2.5,3060
535000,3,1,1330
925000,4,2.5,3300
875000,3,3.5,3250
902000,4,2.25,2530
423000,3,1,1830
235000,3,1,1170
545000,2,2,2930
343000,2,1,1230
334950,3,2.5,1620
405000,3,1.75,1760
220000,4,1,1440
173000,2,1,1740
655000,3,1,1270
406000,2,1,880
632000,6,2.5,2560
357000,5,2.75,1540
361000,3,1.75,1150
277000,2,1,770
630000,4,3.75,4610
254000,3,2.5,1850
472800,3,2.25,1840
263000,3,1.75,1490
510000,3,1.75,1490
179950,3,1,960
525000,4,2.25,1580
479000,3,2.5,1260
651000,3,2,1940
949000,4,1.75,2490
392400,5,2.5,2520
585000,4,1.75,1760
460000,4,2.5,4190
470000,3,1,1170
245000,3,2.5,1600
500000,4,2,2760
455000,3,2.5,2090
485500,4,2.5,2320
1875000,5,3.25,4110
100000,2,1,770
307000,3,1.75,1410
475000,4,3.5,3660
330000,4,2.5,2180
130000,3,1,1110
320000,3,2.5,2280
735000,4,2.5,2820
365000,4,2.5,1570
234000,3,1.5,1200
211000,4,2,1710
680000,6,3.5,3000
457000,4,3,2800
349000,3,2.25,1640
360000,3,2.75,2030
350000,4,2.5,2530
